"annotation_id","annotator","created_at","dark_intensity","humor_presence","humor_type","id","joke_topic","lead_time","note","rhetorical_device","stand_up","target_category","transcript_text","updated_at","video"
328,"1","2026-02-04T20:33:29.550826Z","","Humor","Regular Humor",882,"Celebrity and pop culture",59.725,"","None of these","","","That if he didn't get Jack he would have to buy 20,000 peaceful bars. Are you serious? Yeah, why did you tell me that? That's right. I thought you got Jack as we said What so what would happen if you did get Jack if I did get you out? Yeah, Jimmy would have to get you a car Yeah, wait wait David lift up your shirt Yeah Right shut up god damn it dude","2026-02-04T20:33:29.550850Z","s3://humor-harm-dataset/dataset-s3/55CQ0i2VReI.mp4"
329,"1","2026-02-04T20:33:58.730423Z","","Almost or not sure","None of these",883,"Other",21.074,"","None of these","","","Do you want to wear headphones or no? Oh yeah, you want to put a one? I didn't see you had yours on. I feel like I'm alone here in headphone land. Yeah, it is weird, huh? Now you're back. It's like when you put a condom on it and the other person's just still looking at their phone and you're like, oh, this is weird. And the person, I mean, is a woman too. Jesus Christ, you gotta be able to tell everybody, huh? Well, I'll just say, I mean, like... Yeah. A brilliant guest today is already taking the piss out of us. It's the amazing American comedian Theobon. Bro. Yeah, you guys have, we call it autism. Also I'm drinking like monster energy drinks sometimes, which are like piss magnets. Yeah. Yeah. They're delicious, but they make you want to pee. Make you want to beat your wife too, dude. I've seen a lot of dudes drinking monster that you know they're going home to punch. Jesus. Pardon my family's from Nicaragua, bro. And this is not a racial... Sir, yeah, my father's from Nicaragua. What? Yeah, Nicaragua, bro. Where my NITGAR is at, huh? Well... A little too close. Sorry.","2026-02-04T20:33:58.730456Z","s3://humor-harm-dataset/dataset-s3/55jl4gRHQ4k.mp4"
330,"1","2026-02-04T20:34:21.339630Z","","Almost or not sure","None of these",884,"Other",20.344,"","None of these","","","Don't hide. I got like 12 bullets in this fucking thing. Help! Help! Help! Help! What happened? What happened? What happened? Why do you have a red thing over your head? You have it too. You have it. Oh. Right. What red? There's like a red symbol on it. What is useful? I've got a double barrel shotgun right here. Wait. Slaid. Okay fine. Tay listen. Can I trust you with the shotgun? Yes! I've never gotten used to that. A few moments later. Click it Tay. Sick.","2026-02-04T20:34:21.339653Z","s3://humor-harm-dataset/dataset-s3/55uA4c-IPYM.mp4"
331,"1","2026-02-04T20:35:52.097667Z","2 - Moderate","Humor","Dark Humor",885,"{""choices"":[""Celebrity and pop culture"",""Other""]}",88.6,"","{""choices"":[""Irony"",""Satire""]}","","","A new invention called the Hot Dogger. There it is. Was created to drill holes so you don't have to. Okay. This is the race, huh? Hold on. And then... I mean, which side... I feel like I don't want you to watch me when I do this. Hold on, girl. I'll look away. You look away? Are you twisted? I want to see you do one. But it's not a drill. It's just like... Oh, it is a drill. Oh, my gosh. Look at that. How do you say? What? Oh, okay. Hand me a wiener. Yeah, and then you just kind of... Hold on. There you go. Oh. I mean, you can fit three wieners in there. Let me see. It's so much hokey. I mean, oh. Double barrel. Ooh. So... Please don't do that. I was just trying to see... I was just trying to see what it would feel like if I were the bun.","2026-02-04T20:35:52.097691Z","s3://humor-harm-dataset/dataset-s3/5BWvScmL3nA.mp4"
332,"1","2026-02-04T20:36:31.313581Z","","Not Humor","None of these",886,"Other",35.857,"","None of these","","","Orton bumps again to the sideline Bad it off. Oh god! Stokely down the sideline! Can they catch him? Stokely! Wow! Errors, Mike Sims Walker, not down. Ari Koeh! Unbelievable! Mike Thomas touched down Jacks! Ball game! 50 yards! James Ware! Watch out! He's got kicked away from the top speed! Touchdowns! Throws! Oh! What an interception! Oh my gosh! DJ Graham! Give it at Odell! Orton Schlager to the sideline caught first down! What a hit! Denzel Lord! You got barbecue back there! And you didn't invite me! Purt my feelings!","2026-02-04T20:36:31.313605Z","s3://humor-harm-dataset/dataset-s3/5BrDPUbB1Tc.mp4"
333,"1","2026-02-04T20:36:57.038105Z","","Almost or not sure","None of these",887,"Other",24.377,"","None of these","","","I don't know. I don't know. I don't know. Rip those up. Rip those up. It's just good. How am I even here? I don't know what...","2026-02-04T20:36:57.038129Z","s3://humor-harm-dataset/dataset-s3/5EBU_8-d7xA.mp4"
334,"1","2026-02-04T20:37:45.966943Z","","Not Humor","None of these",888,"Politics and society",47.21,"","None of these","","","I think that to talk about this matter and pin it to children and use the children as a tool in order to sell this political device, because I think there's a political concept behind shutting off access to certain types of information. If you can put your foot in the door by saying, we're going to stop dirty words, that literally means you put in force the mechanism to stop other ideas. Once that censorship board is there, they have to find things for themselves to do when they run out of dirty words, they're not going to unemployed themselves.","2026-02-04T20:37:45.966966Z","s3://humor-harm-dataset/dataset-s3/5EsQ3znrsUQ.mp4"
335,"1","2026-02-04T20:38:19.324621Z","","Not Humor","None of these",889,"Other",28.958,"","None of these","","","I will choose a teeny weeny one. My teeny is little fairy guys. Oh my god. I can't read it. No. Shit. Yes, correct. I really can't read it. Three. Fuck. No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No! No!","2026-02-04T20:38:19.324645Z","s3://humor-harm-dataset/dataset-s3/5MC1FC0Y7jc.mp4"
336,"1","2026-02-04T20:40:29.477826Z","1 - Mild","Humor","Regular Humor",890,"Politics and society",128.587,"","{""choices"":[""Irony"",""Satire""]}","","","What are you doing in my car? We just escaped from the scaffold. Fugitives? Wait a minute. He means refugees. Refugees? Yes, that's it. How are you boys like a nice home? Home, James? Come on. Not a bad joint. You're supposed to be children, just three dumb kids. We get you, boss. Hey, I relent that. You relent what? He called us children. At your age. Play him alone. Quiet. Oh, a Jack-o-Ripper, eh? Hit little girls. Yeah. And I have a surprise for you, dear. Don't tell me you brought me by little refugees. Three of them. Where are they? Children. Children. This is Johnny, Frankie and Mabel. They're precious. Children, meet your new mammy. Who donned our socks and washed our shirts when we were helpless little squirts? Mammy! Who kept the buttons on our clothes? Who scrubbed our ears and blew our nose? Mammy! Oh, Mammy. It's your little boy, Sammy. Coming home from Alabama. Put on those eggs and hammy. Don't flim flammy, Mammy. Mammy. Mammy. Oh, Mammy! Are you hurt, dear? Oh, Mammy. Luncheon is served, madam. Hey, ease. Oh, I'm sorry darling. Oh, please, stop. Oh. How did he fire? You nitwit. What would Emily Post say? Come and get it!","2026-02-04T20:40:29.477850Z","s3://humor-harm-dataset/dataset-s3/5Q9K-z1prU8.mp4"
337,"1","2026-02-04T20:40:59.706485Z","","Not Humor","None of these",891,"Other",28.494,"","None of these","","","I never knew you were this weird. Really? No. You kept doing it for quite a different kind of days. I know. You're absolutely mental. In a nice way. Yeah. Yeah.","2026-02-04T20:40:59.706509Z","s3://humor-harm-dataset/dataset-s3/5SwqVDlt1o8.mp4"
338,"1","2026-02-04T20:42:29.300024Z","1 - Mild","Not Humor","Regular Humor",892,"Relationships",88.008,"","Irony","","","When we broke up before I went public with everything, he started talking to this new girl. They had been seeing each other and she didn't have TikTok or anything. So I released the YouTube video. Evan was hanging out with her every day. They were about to date and she texts one of our friends and is like, hey, my friend just sent me the YouTube video. I don't have social media. I had no idea this was going on, but we've been together for the past month and I just realized I blocked him and she was like, he was starting to get like, low-key physical with me. He would grab me really hard on Broadway. She found out that she was pregnant with his kid right before he went to jail. Oh no. How fucking insane is that? You saved that girl's life. Insane though. Oh fuck, this is like the huge part. Fuck, sorry. You're a fine girl. The reason that they connected is because she was crying to him being like, I was in a really abusive relationship. Like this guy put me in the hospital and Evan looks at her and goes, yeah, no, I get you. Like my ex-girlfriend abused me really bad. She cheated on me. Like she'd beat the fuck out of me. And then she found- Their favorite move, reverse. And then she found out he lied about everything and that he was beating me. Stolen story. Stolen story. Stolen baller. Stolen baller like bitch bye. Think about how fucking sadistic. Insane. How much of a monster you have to be to either, first of all, just already beyond to the next. Like the fact that even in that time span, he's already grabbing some other girl's arm and doing that and to flip the fuck. Oh my God. Imagine sitting there- Burn in hell. This girl sitting there crying about this guy put me in a hospital. And he's thinking perfect victim. Oh my God, me too. Like my ex was really abusive. Bitch, the one thing I ever did as I slapped you in the face, you were calling me a slut. And then you shoved me down a subway. So it's like, you made that even.","2026-02-04T20:42:29.300049Z","s3://humor-harm-dataset/dataset-s3/5UWQpxDCKHA.mp4"
339,"1","2026-02-04T20:55:50.248732Z","1 - Mild","Humor","Dark Humor",893,"Politics and society",59.077,"","{""choices"":[""Irony"",""Satire""]}","","","I could tell Trump was hurt by that South Park episode because Because the White House released a statement There are school shootings where the White House doesn't release a statement The White House released a statement they were like, hey look, uh South Park hadn't been relevant for a while now Anyway, nobody even watched and nobody crying nobody hurt","2026-02-04T20:55:50.248757Z","s3://humor-harm-dataset/dataset-s3/5Ubu-BkRARs.mp4"
340,"1","2026-02-04T20:57:05.611545Z","1 - Mild","Humor","Dark Humor",894,"Relationships",64.198,"","Irony","","","Why don't like vaping as I have asthma? But you got that asthma! Woo! Lactose intolerant, you know, so I can't have a cream vibe. Lactose intolerant with those milkers? Come on, girl, stop lying. Ooh! What does that even mean? I don't know, I'm a schizophrenic. Your lactose intolerant, but I got the nut milk. Contestant number three, if you were a dessert, what would you be and why? I don't know what dessert I would be, but I do know what dessert you would look like after, and that's a toast of strudel. I was talking about coming on you. Thank you for clearing that up. I'm being respectful! Number three, where would you have me smell you and why? My wallet, you know what I'm saying? Oh, yeah, wait, this is working. This f***ing guy. You know what I'm saying? Where would you have me touch you and why? This might come off the beaten path, but I would have you touch my nose. Because the bigger the nose, the bigger the garden hose. The bigger the snout, the better the back blow out. Woo! Are you catching my drift here?","2026-02-04T20:57:05.611592Z","s3://humor-harm-dataset/dataset-s3/5V3Q_UdvmiI.mp4"
341,"1","2026-02-04T20:59:35.481095Z","","Not Humor","None of these",895,"Other",148.071,"","None of these","","","and pick a cup. This one. This one right here? Yeah. Four. Move the knife four spots. One, two, three, four. So currently that's four inches of hair coming off and you have to choose two more cups. Let's go down here. Down here. Down here. Two. Okay. One, two. So we have six inches coming off and you have to choose one more cup. And there's still a six inches out there. There's still a six inches. So this is anywhere from one to six inches. You've done two and four and you have to choose one more cup. And then we're just chopping it with the knife. Okay. This cup. Let's try the top. This cup right here? Yeah. Final answer? Yeah. Okay. So let me check. This is the one right here. Yeah. That's what I'm, I guess what I'm chopping off. Okay. Let's do it. You're saving money by not going to the hair salon. That is true. But I've already chopping six inches off before this cup. Okay. What is it? What is it? Can I look? Yes. What is it? What are we chopping off my head? Because you don't want to switch? No. No, I'm locked in. Okay. So we're currently at six inches of hair getting chopped off. Let's check the last one. What? Ah! What do we got? What is it? What is it really? What is it? What is it? What is it? You got the one. Oh. Seven inches though. Seven inches. That's still a lot. Ah! Is it satisfying? Oh, he's, oh, he's right. Maybe I should have gone to the salon. Oh my gosh. Okay. Get those little, little off. Get this little bit? Yeah, get that. Just tighten up the ends really quick. Okay. And now we get to see the big reveal. Oh my gosh. Ha ha! It's kind of hard to set up here. Like I already. Oh. What does the back look like? Oh, wait. Does it look kind of good? Laird? Is that what it's called? It's layered now. I think we have to play again.","2026-02-04T20:59:35.481119Z","s3://humor-harm-dataset/dataset-s3/5ZQndj9kMJA.mp4"
